,No,원래이름,상품명,최종상품명,수량
1906,281,안심부산어묵얇은사각,어묵,어묵,1.0
1907,330,안심부산어묵얇은사각,어묵,어묵,1.0
1908,336,삼호부산어묵사각,어묵,어묵,1.0
1909,354,삼호부산어묵사각,어묵,어묵,1.0
1910,373,부산어묵,어묵,어묵,1.0
1911,452,삼호부산어묵사각,어묵,어묵,1.0
1912,455,부산어묵,어묵,어묵,1.0
1913,472,삼호부산어묵사각,어묵,어묵,1.0
1914,474,삼호부산어묵사각,어묵,어묵,1.0
1915,478,삼호부산어묵사각,어묵,어묵,1.0
1916,481,삼호부산어묵사각,어묵,어묵,1.0
1917,483,삼호부산어묵사각,어묵,어묵,1.0
1918,488,부산어묵,어묵,어묵,1.0
1919,495,삼호부산어묵사각,어묵,어묵,1.0
1920,503,삼호부산어묵사각,어묵,어묵,1.0
1921,522,삼호부산어묵사각,어묵,어묵,1.0
1922,528,삼호부산어묵사각,어묵,어묵,1.0
1923,563,삼호부산어묵사각,어묵,어묵,1.0
1924,580,삼호부산어묵사각,어묵,어묵,1.0
1925,632,삼호부산어묵사각,어묵,어묵,1.0
1926,633,삼호부산어묵볶음용,어묵,어묵,1.0
1927,636,삼호부산어묵볶음용,어묵,어묵,1.0
1928,638,삼호부산어묵사각,어묵,어묵,1.0
1929,638,삼호부산어묵볶음용,어묵,어묵,1.0
1930,640,삼호부산어묵볶음용,어묵,어묵,1.0
1931,647,삼호부산어묵볶음용,어묵,어묵,1.0
1932,651,삼호부산어묵사각,어묵,어묵,1.0
1933,660,삼호부산어묵볶음용,어묵,어묵,1.0
1934,668,삼호부산어묵볶음용,어묵,어묵,1.0
1935,671,삼호부산어묵볶음용,어묵,어묵,1.0
1936,707,삼호부산어묵사각,어묵,어묵,1.0
1937,819,삼호부산어묵사각,어묵,어묵,1.0
1938,844,삼호부산어묵사각,어묵,어묵,1.0
1939,856,삼호부산어묵입,어묵,어묵,1.0
1940,860,삼호부산어묵사각,어묵,어묵,1.0
1941,880,삼호부산어묵사각,어묵,어묵,1.0
1942,900,삼호부산어묵사각,어묵,어묵,1.0
1943,902,삼호부산어묵사각,어묵,어묵,1.0
1944,33,동원살코기참치,동원살코기참치,참치,1.0
1945,268,동원살코기참치,동원살코기참치,참치,2.0
1946,456,동원살코기참치,동원살코기참치,참치,1.0
1947,645,동원살코기참치,동원살코기참치,참치,2.0
1948,648,동원살코기참치,동원살코기참치,참치,3.0
1949,662,동원살코기참치,동원살코기참치,참치,2.0
1950,672,동원살코기참치,동원살코기참치,참치,2.0
1951,34,송학생칼국수,국수,국수,1.0
1952,34,오뚜기옛날국수소면,국수,국수,1.0
1953,104,오뚜기옛날국수소면,국수,국수,1.0
1954,148,송학생칼국수,국수,국수,1.0
1955,151,송학메밀국수,국수,국수,1.0
1956,377,송학생칼국수,국수,국수,3.0
1957,424,백제쌀국수멸치맛,국수,국수,1.0
1958,443,오뚜기옛날국수소면,국수,국수,1.0
1959,454,송학칼국수랑수제비,국수,국수,1.0
1960,597,백제쌀국수멸치맛,국수,국수,4.0
1961,716,미정당생칼국수,국수,국수,1.0
1962,779,청수국수,국수,국수,1.0
1963,879,송학생칼국수,국수,국수,1.0
1964,961,청수국수,국수,국수,1.0
1965,35,강릉국산콩나물,나물,나물,1.0
1966,48,강릉아삭한콩나물,나물,나물,1.0
1967,52,콩나물,나물,나물,1.0
1968,54,강릉심층수왕콩나물,나물,나물,1.0
1969,84,강릉국산콩나물,나물,나물,1.0
1970,104,강릉심층수왕콩나물,나물,나물,1.0
1971,125,콩나물,나물,나물,1.0
1972,131,콩나물,나물,나물,1.0
1973,189,강릉국산콩나물,나물,나물,1.0
1974,197,강릉아삭한콩나물,나물,나물,1.0
1975,201,강릉심층수왕콩나물,나물,나물,1.0
1976,205,강릉심층수왕콩나물,나물,나물,1.0
1977,242,강릉심층수왕콩나물,나물,나물,1.0
1978,248,강릉심층수왕콩나물,나물,나물,1.0
1979,274,종가집숨쉬는전통콩나물,나물,나물,1.0
1980,292,아삭통통콩나물,나물,나물,1.0
1981,336,아삭통통콩나물,나물,나물,1.0
1982,340,강릉심층수왕콩나물,나물,나물,1.0
1983,343,강릉심층수왕콩나물,나물,나물,1.0
1984,389,강릉아삭한콩나물,나물,나물,1.0
1985,420,콩나물,나물,나물,1.0
1986,451,콩나물,나물,나물,2.0
1987,472,콩나물,나물,나물,1.0
1988,495,콩나물,나물,나물,1.0
1989,500,콩나물,나물,나물,1.0
1990,504,종가집숨쉬는전통콩나물,나물,나물,1.0
1991,559,강릉아삭한콩나물,나물,나물,1.0
1992,561,아삭통통콩나물,나물,나물,1.0
1993,565,강릉아삭한콩나물,나물,나물,1.0
1994,575,강릉아삭한콩나물,나물,나물,1.0
1995,589,강릉아삭한콩나물,나물,나물,1.0
1996,599,강릉심층수왕콩나물,나물,나물,1.0
1997,600,국산콩참좋은콩나물,나물,나물,1.0
1998,644,강릉아삭한콩나물,나물,나물,1.0
1999,647,강릉국산콩나물,나물,나물,1.0
2000,649,강릉국산콩나물,나물,나물,1.0
2001,660,종가집숨쉬는전통콩나물,나물,나물,1.0
2002,669,강릉아삭한콩나물,나물,나물,1.0
2003,683,강릉심층수왕콩나물,나물,나물,1.0
2004,686,강릉아삭한콩나물,나물,나물,1.0
2005,687,강릉국산콩나물,나물,나물,1.0
2006,726,종가집숨쉬는전통콩나물,나물,나물,1.0
2007,735,강릉심층수왕콩나물,나물,나물,1.0
2008,764,강릉심층수왕콩나물,나물,나물,1.0
2009,801,국산콩참좋은콩나물,나물,나물,1.0
2010,820,종가집숨쉬는전통콩나물,나물,나물,1.0
2011,931,종가집숨쉬는전통콩나물,나물,나물,1.0
2012,948,종가집숨쉬는전통콩나물,나물,나물,2.0
2013,961,강릉심층수왕콩나물,나물,나물,1.0
2014,969,강릉국산콩나물,나물,나물,1.0
2015,36,부라보화이트바닐라,부라보화이트바닐라,아이스크림,1.0
2016,444,부라보화이트바닐라,부라보화이트바닐라,아이스크림,10.0
2017,695,부라보화이트바닐라,부라보화이트바닐라,아이스크림,2.0
2018,701,부라보화이트바닐라,부라보화이트바닐라,아이스크림,1.0
2019,37,삼덕집과도,삼덕집과도,칼,1.0
2020,37,포카리스웨트,포카리스웨트,음료,1.0
2021,39,포카리스웨트,포카리스웨트,음료,1.0
2022,680,포카리스웨트,포카리스웨트,음료,2.0
2023,781,포카리스웨트,포카리스웨트,음료,1.0
2024,786,포카리스웨트,포카리스웨트,음료,1.0
2025,867,포카리스웨트,포카리스웨트,음료,1.0
2026,878,포카리스웨트,포카리스웨트,음료,1.0
2027,914,포카리스웨트,포카리스웨트,음료,1.0
2028,39,칸타타카라멜마키아토,칸타타카라멜마키아토,음료,1.0
2029,40,칸타타카라멜마키아토,칸타타카라멜마키아토,음료,1.0
2030,40,비식품,비식품,비식품,1.0
2031,343,비식품,비식품,비식품,1.0
2032,42,한돈생삼겹살,삼겹살,삼겹살,1.0
2033,179,한돈생삼겹살,삼겹살,삼겹살,1.0
2034,196,수입돈대패삼겹살,삼겹살,삼겹살,1.0
2035,266,한돈생삼겹살,삼겹살,삼겹살,1.0
2036,267,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2037,273,수입돈대패삼겹살,삼겹살,삼겹살,1.0
2038,273,수입돈대패삼겹살,삼겹살,삼겹살,1.0
2039,274,냉동돈삼겹살독일,삼겹살,삼겹살,1.0
2040,274,냉동돈삼겹살독일,삼겹살,삼겹살,1.0
2041,386,한돈생삼겹살,삼겹살,삼겹살,1.0
2042,386,한돈생삼겹살,삼겹살,삼겹살,1.0
2043,386,한돈생삼겹살,삼겹살,삼겹살,1.0
2044,443,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2045,449,한돈생삼겹살,삼겹살,삼겹살,1.0
2046,454,냉동돈삼겹살독일,삼겹살,삼겹살,1.0
2047,456,한돈생삼겹살,삼겹살,삼겹살,1.0
2048,460,한돈생삼겹살,삼겹살,삼겹살,1.0
2049,565,수입돈대패삼겹살,삼겹살,삼겹살,1.0
2050,570,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2051,571,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2052,582,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2053,712,한돈생삼겹살,삼겹살,삼겹살,1.0
2054,722,한돈생삼겹살,삼겹살,삼겹살,1.0
2055,729,한돈생삼겹살,삼겹살,삼겹살,1.0
2056,732,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2057,744,한돈생칼집삼겹살,삼겹살,삼겹살,1.0
2058,751,한돈생삼겹살,삼겹살,삼겹살,1.0
2059,759,한돈생삼겹살,삼겹살,삼겹살,1.0
2060,762,한돈생삼겹살,삼겹살,삼겹살,1.0
2061,767,한돈생삼겹살,삼겹살,삼겹살,1.0
2062,44,한우꽃등심,한우,한우,1.0
2063,75,한우불고기,한우,한우,1.0
2064,75,한우치마양지,한우,한우,1.0
2065,84,한우양지국거리,한우,한우,1.0
2066,143,한우차돌박이로스,한우,한우,1.0
2067,152,한우양지국거리,한우,한우,1.0
2068,157,한우양지국거리,한우,한우,1.0
2069,186,한우차돌박이로스,한우,한우,1.0
2070,238,한우양지국거리,한우,한우,1.0
2071,238,한우양지국거리,한우,한우,1.0
2072,282,한우양지국거리,한우,한우,1.0
2073,328,한우불고기,한우,한우,1.0
2074,385,한우양지국거리,한우,한우,1.0
2075,387,한우양지국거리,한우,한우,1.0
2076,388,한우양지국거리,한우,한우,1.0
2077,391,한우양지국거리,한우,한우,1.0
2078,393,한우양지국거리,한우,한우,1.0
2079,393,한우우둔살,한우,한우,1.0
2080,470,한우양지국거리,한우,한우,1.0
2081,495,한우양지국거리,한우,한우,1.0
2082,558,한우차돌양지,한우,한우,1.0
2083,562,한우양지국거리,한우,한우,1.0
2084,564,한우양지국거리,한우,한우,1.0
2085,575,한우양지국거리,한우,한우,1.0
2086,581,한우양지국거리,한우,한우,1.0
2087,581,한우양지국거리,한우,한우,1.0
2088,733,한우우둔살,한우,한우,1.0
2089,737,한우양지국거리,한우,한우,1.0
2090,739,한우양지국거리,한우,한우,1.0
2091,739,한우장조림,한우,한우,1.0
2092,742,한우양지국거리,한우,한우,1.0
2093,748,한우양지국거리,한우,한우,1.0
2094,754,한우육회용,한우,한우,1.0
2095,45,대양천일염,대양천일염,소금,1.0
2096,254,대양천일염,대양천일염,소금,2.0
2097,45,쇠고기다시다,다시다,다시다,1.0
2098,84,다시다명품골드쇠고기,다시다,다시다,1.0
2099,203,쇠고기다시다골드,다시다,다시다,1.0
2100,215,쇠고기다시다,다시다,다시다,1.0
2101,269,쇠고기다시다,다시다,다시다,1.0
2102,387,쇠고기다시다골드,다시다,다시다,1.0
2103,600,다시다명품골드멸치,다시다,다시다,1.0
2104,649,다시다명품골드멸치,다시다,다시다,1.0
2105,681,다시다명품골드쇠고기,다시다,다시다,1.0
2106,717,쇠고기다시다골드,다시다,다시다,1.0
2107,867,다시다명품골드해물맛,다시다,다시다,1.0
2108,893,쇠고기다시다,다시다,다시다,1.0
2109,46,오뚜기옛날자른미역,미역,미역,1.0
2110,121,오뚜기옛날미역,미역,미역,1.0
2111,158,물미역,미역,미역,1.0
2112,252,오뚜기옛날미역,미역,미역,2.0
2113,254,물미역,미역,미역,1.0
2114,261,물미역,미역,미역,1.0
2115,376,오뚜기옛날자른미역,미역,미역,2.0
2116,387,오뚜기옛날자른미역,미역,미역,1.0
2117,388,오뚜기옛날자른미역,미역,미역,1.0
2118,428,물미역,미역,미역,1.0
2119,430,물미역,미역,미역,1.0
2120,444,오뚜기옛날자른미역,미역,미역,3.0
2121,558,오뚜기옛날미역,미역,미역,1.0
2122,604,미역줄기팩국산,미역,미역,1.0
2123,632,오뚜기옛날자른미역,미역,미역,1.0
2124,663,오뚜기옛날자른미역,미역,미역,1.0
2125,918,강릉웰빙미역줄기,미역,미역,1.0
2126,921,옛날자른미역,미역,미역,2.0
2127,926,성경자른미역,미역,미역,1.0
2128,928,옛날자른미역,미역,미역,2.0
2129,935,옛날자른미역,미역,미역,2.0
2130,938,강릉웰빙미역줄기,미역,미역,1.0
2131,946,옛날자른미역,미역,미역,2.0
2132,948,물미역,미역,미역,2.0
2133,949,물미역,미역,미역,1.0
2134,950,물미역,미역,미역,1.0
2135,950,옛날자른미역,미역,미역,2.0
2136,961,옛날자른미역,미역,미역,2.0
2137,964,오뚜기옛날미역,미역,미역,1.0
2138,971,오뚜기옛날자른미역,미역,미역,1.0
2139,47,슈레드피자치즈,치즈,치즈,1.0
2140,118,서울치즈테이스티레드,치즈,치즈,1.0
2141,123,쭈욱늘어나는체다치즈매,치즈,치즈,1.0
2142,140,서울치즈테이스티레드,치즈,치즈,1.0
2143,208,프링글스치즈맛,치즈,치즈,1.0
2144,287,체다슬라이스치즈매,치즈,치즈,1.0
2145,314,쭈욱늘어나는체다치즈매,치즈,치즈,1.0
2146,330,맥스봉치즈,치즈,치즈,1.0
2147,427,맥스봉치즈후랑크핫바,치즈,치즈,1.0
2148,464,서울치즈테이스티레드,치즈,치즈,1.0
2149,464,쭈욱늘어나는체다치즈매,치즈,치즈,1.0
2150,488,누드치즈빼빼로,치즈,치즈,1.0
2151,505,체다슬라이스치즈매,치즈,치즈,1.0
2152,528,더건강한그릴비엔나치즈,치즈,치즈,1.0
2153,632,체다슬라이스치즈매,치즈,치즈,1.0
2154,636,체다슬라이스치즈매,치즈,치즈,1.0
2155,643,체다슬라이스치즈매,치즈,치즈,1.0
2156,649,체다슬라이스치즈매,치즈,치즈,1.0
2157,661,체다슬라이스치즈매,치즈,치즈,1.0
2158,671,체다슬라이스치즈매,치즈,치즈,1.0
2159,727,유기농아기치즈단계매,치즈,치즈,1.0
2160,734,유기농아기치즈단계매,치즈,치즈,1.0
2161,756,유기농아기치즈단계매,치즈,치즈,1.0
2162,756,유기농아기치즈단계매,치즈,치즈,1.0
2163,768,시저쇠고기치즈,치즈,치즈,1.0
2164,783,친친치즈빅소시지,치즈,치즈,1.0
2165,831,맥스봉치즈,치즈,치즈,1.0
2166,846,친친치즈빅소시지,치즈,치즈,1.0
2167,47,동원골든스위트콘,동원골든스위트콘,아이스크림,1.0
2168,67,동원골든스위트콘,동원골든스위트콘,아이스크림,1.0
2169,215,동원골든스위트콘,동원골든스위트콘,아이스크림,1.0
2170,48,돌미나리,돌미나리,미나리,1.0
2171,359,돌미나리,돌미나리,미나리,1.0
2172,408,돌미나리,돌미나리,미나리,1.0
2173,48,쌈모듬,쌈모듬,쌈,1.0
2174,267,쌈모듬,쌈모듬,쌈,1.0
2175,369,쌈모듬,쌈모듬,쌈,1.0
2176,386,쌈모듬,쌈모듬,쌈,1.0
2177,460,쌈모듬,쌈모듬,쌈,1.0
2178,809,쌈모듬,쌈모듬,쌈,1.0
2179,809,쌈모듬,쌈모듬,쌈,1.0
2180,50,아시나요밀크,아시나요밀크,음료,3.0
2181,51,감칠맛나는미원,감칠맛나는미원,소금,1.0
2182,935,감칠맛나는미원,감칠맛나는미원,소금,1.0
2183,53,하림자연실록호,하림,하림,1.0
2184,62,하림자연실록호,하림,하림,1.0
2185,137,하림자연실록호,하림,하림,1.0
2186,241,하림자연실록호,하림,하림,1.0
2187,243,하림자연실록호,하림,하림,1.0
2188,247,하림자연실록호,하림,하림,1.0
2189,291,하림닭가슴살오리지널,하림,하림,1.0
2190,292,하림닭가슴살오리지널,하림,하림,1.0
2191,295,하림닭가슴살오리지널,하림,하림,1.0
2192,296,하림닭가슴살오리지널,하림,하림,2.0
2193,337,하림자연실록호,하림,하림,2.0
2194,559,하림자연실록호,하림,하림,1.0
2195,712,하림생닭,하림,하림,1.0
2196,730,토종닭하림,하림,하림,1.0
2197,755,하림자연실록호,하림,하림,1.0
2198,53,햇감자국내산,햇감자국내산,감자,1.0
2199,137,햇감자국내산,햇감자국내산,감자,1.0
2200,54,냉이,냉이,냉이,1.0
2201,162,냉이,냉이,냉이,1.0
2202,604,냉이,냉이,냉이,1.0
2203,960,냉이,냉이,냉이,1.0
2204,55,참나물,참나물,나물,1.0
2205,138,참나물,참나물,나물,1.0
2206,417,참나물,참나물,나물,1.0
2207,768,참나물,참나물,나물,1.0
2208,768,참나물,참나물,나물,1.0
2209,819,참나물,참나물,나물,1.0
2210,55,쪽파,쪽파,쪽파,1.0
2211,115,깐쪽파,쪽파,쪽파,1.0
2212,238,깐쪽파,쪽파,쪽파,1.0
2213,382,쪽파,쪽파,쪽파,2.0
2214,383,쪽파,쪽파,쪽파,1.0
2215,454,쪽파,쪽파,쪽파,1.0
2216,455,쪽파,쪽파,쪽파,1.0
2217,508,깐쪽파,쪽파,쪽파,1.0
2218,554,쪽파,쪽파,쪽파,1.0
2219,598,쪽파,쪽파,쪽파,1.0
2220,649,깐쪽파,쪽파,쪽파,1.0
2221,715,쪽파,쪽파,쪽파,1.0
2222,720,쪽파,쪽파,쪽파,1.0
2223,723,쪽파,쪽파,쪽파,1.0
2224,724,쪽파,쪽파,쪽파,1.0
2225,725,쪽파,쪽파,쪽파,1.0
2226,760,쪽파,쪽파,쪽파,1.0
2227,844,쪽파,쪽파,쪽파,2.0
2228,55,청양고추,고추,고추,1.0
2229,67,홍고추,고추,고추,1.0
2230,162,청양고추,고추,고추,1.0
2231,202,꽃게랑고추냉이,고추,고추,1.0
2232,227,청양고추,고추,고추,1.0
2233,238,꽈리고추,고추,고추,1.0
2234,245,우리쌀태양초고추장,고추,고추,1.0
2235,252,오이맛고추,고추,고추,2.0
2236,257,오이맛고추,고추,고추,1.0
2237,267,청양고추,고추,고추,1.0
2238,268,동원고추참치,고추,고추,2.0
2239,269,오이맛고추,고추,고추,1.0
2240,354,청양고추,고추,고추,1.0
2241,362,해찬들우리쌀고추장,고추,고추,1.0
2242,366,청양고추,고추,고추,1.0
2243,370,해찬들초고추장,고추,고추,1.0
2244,374,청양고추,고추,고추,1.0
2245,374,청양고추,고추,고추,1.0
2246,374,청양고추,고추,고추,1.0
2247,378,청양고추,고추,고추,1.0
2248,378,청정원태양초고추장,고추,고추,1.0
2249,381,청양고추,고추,고추,1.0
2250,385,청양고추,고추,고추,1.0
2251,386,청양고추,고추,고추,1.0
2252,388,청양고추,고추,고추,1.0
2253,409,청양고추,고추,고추,1.0
2254,414,오이맛고추,고추,고추,1.0
2255,430,해찬들초고추장,고추,고추,1.0
2256,443,꽈리고추,고추,고추,1.0
2257,447,청양고추,고추,고추,1.0
2258,450,청양고추,고추,고추,1.0
2259,453,청양고추,고추,고추,1.0
2260,455,청정원태양초고추장,고추,고추,1.0
2261,455,청양고추,고추,고추,1.0
2262,463,청홍고추,고추,고추,1.0
2263,465,청양고추,고추,고추,1.0
2264,468,청양고추,고추,고추,1.0
2265,518,오이맛고추,고추,고추,1.0
2266,520,오이맛고추,고추,고추,1.0
2267,582,청양고추,고추,고추,1.0
2268,674,성경고추부각,고추,고추,1.0
2269,675,청양고추,고추,고추,1.0
2270,679,청양고추,고추,고추,1.0
2271,720,홍고추,고추,고추,1.0
2272,720,청양고추,고추,고추,1.0
2273,726,국산보리태양초고추장,고추,고추,1.0
2274,726,꽈리고추,고추,고추,1.0
2275,731,오이맛고추,고추,고추,2.0
2276,825,오이맛고추,고추,고추,1.0
2277,874,우리쌀태양초고추장,고추,고추,1.0
2278,887,청양고추,고추,고추,1.0
2279,949,꽈리고추,고추,고추,1.0
2280,56,인천생소성주,막걸리,막걸리,1.0
2281,148,인천생소성주,막걸리,막걸리,1.0
2282,150,인천생소성주,막걸리,막걸리,2.0
2283,350,인천생소성주,막걸리,막걸리,1.0
2284,351,인천생소성주,막걸리,막걸리,1.0
2285,352,인천생소성주,막걸리,막걸리,1.0
2286,353,인천생소성주,막걸리,막걸리,1.0
2287,356,인천생소성주,막걸리,막걸리,1.0
2288,358,인천생소성주,막걸리,막걸리,1.0
2289,365,인천생소성주,막걸리,막걸리,1.0
2290,368,인천생소성주,막걸리,막걸리,1.0
2291,369,인천생소성주,막걸리,막걸리,1.0
2292,524,인천생소성주,막걸리,막걸리,2.0
2293,534,인천생소성주,막걸리,막걸리,2.0
2294,541,인천생소성주,막걸리,막걸리,3.0
2295,543,인천생소성주,막걸리,막걸리,1.0
2296,547,인천생소성주,막걸리,막걸리,1.0
2297,550,인천생소성주,막걸리,막걸리,2.0
2298,553,인천생소성주,막걸리,막걸리,1.0
2299,690,인천생소성주,막걸리,막걸리,2.0
2300,691,인천생소성주,막걸리,막걸리,1.0
2301,694,인천생소성주,막걸리,막걸리,2.0
2302,697,인천소성주플러스,막걸리,막걸리,1.0
2303,699,인천생소성주,막걸리,막걸리,1.0
2304,703,인천생소성주,막걸리,막걸리,1.0
2305,704,인천생소성주,막걸리,막걸리,1.0
2306,706,인천소성주플러스,막걸리,막걸리,2.0
2307,767,인천생소성주,막걸리,막걸리,1.0
2308,56,진주포차순대,진주포차순대,술대,1.0
2309,57,티코밀크초코,티코밀크초코,음료,1.0
2310,61,감자,감자,감자,1.0
2311,67,감자,감자,감자,1.0
2312,159,감자,감자,감자,1.0
2313,263,감자,감자,감자,1.0
2314,343,감자,감자,감자,1.0
2315,376,감자,감자,감자,1.0
2316,384,감자,감자,감자,1.0
2317,391,감자,감자,감자,1.0
2318,453,감자,감자,감자,1.0
2319,529,감자,감자,감자,1.0
2320,566,감자,감자,감자,1.0
2321,708,감자,감자,감자,1.0
2322,874,감자,감자,감자,1.0
2323,899,감자,감자,감자,1.0
2324,903,감자,감자,감자,1.0
2325,908,감자,감자,감자,1.0
2326,61,페리오캐비티케어알파치약,치약,치약,1.0
2327,447,페리오캐비티케어치약입,치약,치약,1.0
2328,516,그린페퍼민트치약입,치약,치약,1.0
2329,564,페리오캐비티케어알파치약,치약,치약,1.0
2330,583,페리오캐비티케어치약입,치약,치약,1.0
2331,61,청송사과국내산,청송사과국내산,사과,1.0
2332,121,청송사과국내산,청송사과국내산,사과,1.0
2333,359,청송사과국내산,청송사과국내산,사과,1.0
2334,602,청송사과국내산,청송사과국내산,사과,1.0
2335,714,청송사과국내산,청송사과국내산,사과,1.0
2336,715,청송사과국내산,청송사과국내산,사과,1.0
2337,818,청송사과국내산,청송사과국내산,사과,1.0
2338,61,후라보노오리지날,후라보노오리지날,껌,1.0
2339,62,달래,달래,달래,1.0
2340,125,달래,달래,달래,1.0
2341,244,달래,달래,달래,1.0
2342,945,달래,달래,달래,1.0
2343,962,달래,달래,달래,1.0
2344,62,깐마늘,마늘,마늘,1.0
2345,68,다진마늘,마늘,마늘,1.0
2346,135,깐마늘,마늘,마늘,2.0
2347,155,깐마늘,마늘,마늘,1.0
2348,156,다진마늘,마늘,마늘,1.0
2349,198,깐마늘,마늘,마늘,1.0
2350,255,깐마늘,마늘,마늘,1.0
2351,267,깐마늘,마늘,마늘,1.0
2352,274,한성마늘햄,마늘,마늘,2.0
2353,354,깐마늘,마늘,마늘,1.0
2354,362,깐마늘,마늘,마늘,1.0
2355,368,깐마늘,마늘,마늘,1.0
2356,379,깐마늘,마늘,마늘,1.0
2357,381,깐마늘,마늘,마늘,1.0
2358,386,깐마늘,마늘,마늘,1.0
2359,436,일미깐마늘,마늘,마늘,1.0
2360,471,깐마늘,마늘,마늘,1.0
2361,589,깐마늘,마늘,마늘,1.0
2362,646,간마늘,마늘,마늘,1.0
2363,654,다진마늘,마늘,마늘,1.0
2364,659,다진마늘,마늘,마늘,1.0
2365,667,백설다진마늘,마늘,마늘,1.0
2366,735,백설다진마늘,마늘,마늘,1.0
2367,791,깐마늘,마늘,마늘,1.0
2368,796,깐마늘,마늘,마늘,1.0
2369,810,깐마늘,마늘,마늘,1.0
2370,814,깐마늘,마늘,마늘,1.0
2371,817,깐마늘,마늘,마늘,1.0
2372,827,깐마늘,마늘,마늘,1.0
2373,867,마늘가루,마늘,마늘,1.0
2374,867,깐마늘,마늘,마늘,1.0
2375,916,깐마늘,마늘,마늘,1.0
2376,63,삼양왕짱구,삼양왕짱구,제과류,1.0
2377,66,그래놀라크랜베리아몬드,그래놀라크랜베리아몬드,제과류,1.0
2378,733,그래놀라크랜베리아몬드,그래놀라크랜베리아몬드,제과류,1.0
2379,68,서울고소한버터,서울고소한버터,버터,1.0
2380,73,서울고소한버터,서울고소한버터,버터,1.0
2381,873,서울고소한버터,서울고소한버터,버터,1.0
2382,69,부족할때복숭아,부족할때복숭아,음료,1.0
2383,274,부족할때복숭아,부족할때복숭아,음료,1.0
2384,70,브로컬리제주국내산,브로컬리제주국내산,브로컬리,1.0
2385,300,브로컬리제주국내산,브로컬리제주국내산,브로컬리,1.0
2386,737,브로컬리제주국내산,브로컬리제주국내산,브로컬리,1.0
2387,948,브로컬리제주국내산,브로컬리제주국내산,브로컬리,1.0
2388,954,브로컬리제주국내산,브로컬리제주국내산,브로컬리,1.0
2389,71,이츠웰위생장갑매,이츠웰위생장갑매,장갑,1.0
2390,71,청정원스파게티면,청정원스파게티면,스파케티면,2.0
2391,71,템포슈퍼,템포슈퍼,생리대,1.0
2392,71,칵테일새우,칵테일새우,새우,1.0
2393,152,칵테일새우,칵테일새우,새우,1.0
2394,268,칵테일새우,칵테일새우,새우,1.0
2395,72,트레비자몽,트레비자몽,음료,1.0
2396,143,트레비자몽,트레비자몽,음료,1.0
2397,168,트레비자몽,트레비자몽,음료,1.0
2398,74,도루코눈썹면도기,도루코눈썹면도기,면도기,1.0
2399,76,죽염시린이전문칫솔초극세모,죽염시린이전문칫솔초극세모,칫솔,1.0
2400,76,죽염잇몸전문치솔초극세모,죽염잇몸전문치솔초극세모,칫솔,1.0
2401,77,스타벅스모카,스타벅스모카,음료,1.0
2402,78,수박바아이스,수박바아이스,아이스크림,13.0
2403,530,수박바아이스,수박바아이스,아이스크림,1.0
2404,80,질레트플렉스볼파워면도기,질레트플렉스볼파워면도기,면도기,1.0
2405,81,코디내추럴소프트겹롤,롤,롤,2.0
2406,241,빨아쓰는키친타올롤매,롤,롤,1.0
2407,263,크리넥스데코소프트롤,롤,롤,1.0
2408,269,부자되는집데코롤,롤,롤,1.0
2409,269,잘집도톰한퀼팅겹롤,롤,롤,1.0
2410,388,명진업소용롤백매,롤,롤,1.0
2411,447,코디내추럴소프트겹롤,롤,롤,1.0
2412,449,코디내추럴소프트겹롤,롤,롤,1.0
2413,518,크리넥스순수소프트겹롤,롤,롤,1.0
2414,590,부자되는집데코롤,롤,롤,1.0
2415,592,부자되는집데코롤,롤,롤,1.0
2416,866,부자되는집데코롤,롤,롤,1.0
2417,914,명진업소용롤백매,롤,롤,1.0
2418,81,봉사료,봉사료,사료,1.0
2419,451,봉사료,봉사료,사료,1.0
2420,82,뿌셔뿌셔불고기맛,뿌셔뿌셔불고기맛,제과류,1.0
2421,82,뿌셔뿌셔바베큐맛,뿌셔뿌셔바베큐맛,제과류,1.0
2422,82,청포도캔디,청포도캔디,사탕,1.0
2423,84,콩떡인절미바,콩떡인절미바,아이스크림,10.0
2424,394,콩떡인절미바,콩떡인절미바,아이스크림,27.0
2425,975,콩떡인절미바,콩떡인절미바,아이스크림,3.0
2426,88,크린백매,크린백매,크린백,1.0
2427,380,크린백매,크린백매,크린백,1.0
2428,388,크린백매,크린백매,크린백,1.0
2429,388,크린백매,크린백매,크린백,1.0
2430,88,모드니에올스텐수세미,모드니에올스텐수세미,수세미,1.0
2431,89,백설포도씨유,기름,기름,1.0
2432,165,폰타나올리브유,기름,기름,1.0
2433,211,오뚜기옛날참기름,기름,기름,1.0
2434,211,백설콩기름,기름,기름,1.0
2435,259,오뚜기고소한참기름,기름,기름,1.0
2436,263,백설압착올리브유,기름,기름,1.0
2437,268,해표콩식용유,기름,기름,1.0
2438,376,해표포도씨유,기름,기름,1.0
2439,453,백설압착올리브유,기름,기름,2.0
2440,454,오뚜기옛날참기름,기름,기름,1.0
